"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SABPH2760","SABPH2819","SABPH2900","SABPH2947","SABPH2986"
"tenA","","Aminopyrimidine aminohydrolase","5","5","1","1","434","","","","689","689","689","BPOBBBHG_01913","PCKNBOAI_01674","LDKIDLOJ_02064","HHCDGDKF_02307","GIPNDHBP_02159"
"ssbA_2","","Single-stranded DNA-binding protein A","5","5","1","1","432","","","","347","395","385","BPOBBBHG_01915","PCKNBOAI_01672","LDKIDLOJ_02066","HHCDGDKF_02309","GIPNDHBP_02161"
"ptpB","","Low molecular weight protein-tyrosine-phosphatase PtpB","5","5","1","1","413","","","","419","419","419","BPOBBBHG_01933","PCKNBOAI_01654","LDKIDLOJ_02084","HHCDGDKF_02327","GIPNDHBP_02179"
"ywlC","","Threonylcarbamoyl-AMP synthase","5","5","1","1","412","","","","1046","1046","1046","BPOBBBHG_01934","PCKNBOAI_01653","LDKIDLOJ_02085","HHCDGDKF_02328","GIPNDHBP_02180"
"rpoE","","putative DNA-directed RNA polymerase subunit delta","5","5","1","1","400","","","","530","530","530","BPOBBBHG_01946","PCKNBOAI_01641","LDKIDLOJ_02097","HHCDGDKF_02340","GIPNDHBP_02192"
"group_449","","hypothetical protein","5","5","1","1","388","","","","413","413","413","BPOBBBHG_01958","PCKNBOAI_01629","LDKIDLOJ_02109","HHCDGDKF_02352","GIPNDHBP_02204"
"group_450","","Haemolysin-III related","5","5","1","1","363","","","","686","686","686","BPOBBBHG_01991","PCKNBOAI_01596","LDKIDLOJ_02142","HHCDGDKF_02388","GIPNDHBP_02241"
"adhR","","HTH-type transcriptional regulator AdhR","5","5","1","1","327","","","","416","416","416","BPOBBBHG_02022","PCKNBOAI_01564","LDKIDLOJ_02174","HHCDGDKF_02422","GIPNDHBP_02275"
"group_453","","65 kDa membrane protein","5","5","1","1","319","","","","425","425","425","BPOBBBHG_02024","PCKNBOAI_01560","LDKIDLOJ_02180","HHCDGDKF_02426","GIPNDHBP_02279"
"aldC_1","","Alpha-acetolactate decarboxylase","5","5","1","1","318","","","","704","704","704","BPOBBBHG_02025","PCKNBOAI_01559","LDKIDLOJ_02181","HHCDGDKF_02427","GIPNDHBP_02280"
"ecfA1","","Energy-coupling factor transporter ATP-binding protein EcfA1","5","5","1","1","292","","","","809","809","809","BPOBBBHG_02044","PCKNBOAI_01545","LDKIDLOJ_02188","HHCDGDKF_02440","GIPNDHBP_02292"
"group_456","","hypothetical protein","5","5","1","1","253","","","","251","251","251","BPOBBBHG_02084","PCKNBOAI_01505","LDKIDLOJ_02228","HHCDGDKF_02480","GIPNDHBP_02332"
"group_457","","putative HTH-type transcriptional regulator","5","5","1","1","251","","","","440","440","440","BPOBBBHG_02086","PCKNBOAI_01503","LDKIDLOJ_02230","HHCDGDKF_02482","GIPNDHBP_02334"
"group_458","","Acetyltransferase (GNAT) family protein","5","5","1","1","6","","","","770","770","770","BPOBBBHG_02102","PCKNBOAI_01487","LDKIDLOJ_02246","HHCDGDKF_02498","GIPNDHBP_02350"
"bioY","","Biotin transporter BioY","5","5","1","1","7","","","","554","569","557","BPOBBBHG_02103","PCKNBOAI_01486","LDKIDLOJ_02247","HHCDGDKF_02499","GIPNDHBP_02351"
"group_460","","Urea transporter","5","5","1","1","11","","","","899","905","903","BPOBBBHG_02107","PCKNBOAI_01481","LDKIDLOJ_02251","HHCDGDKF_02503","GIPNDHBP_02355"
"ureC","","Urease subunit alpha","5","5","1","1","14","","","","1550","1715","1682","BPOBBBHG_02110","PCKNBOAI_01478","LDKIDLOJ_02254","HHCDGDKF_02506","GIPNDHBP_02358"
"rhaS","","DNA-binding transcriptional regulator AraC","5","5","1","1","22","","","","1955","1955","1955","BPOBBBHG_02118","PCKNBOAI_01469","LDKIDLOJ_02262","HHCDGDKF_02514","GIPNDHBP_02366"
"ssaA2_2","","Staphylococcal secretory antigen ssaA2","5","5","1","1","23","","","","773","809","798","BPOBBBHG_02119","PCKNBOAI_01468","LDKIDLOJ_02263","HHCDGDKF_02515","GIPNDHBP_02367"
"group_464","","hypothetical protein","5","5","1","1","26","","","","422","422","422","BPOBBBHG_02122","PCKNBOAI_01465","LDKIDLOJ_02266","HHCDGDKF_02518","GIPNDHBP_02370"
"group_465","","hypothetical protein","5","5","1","1","32","","","","473","473","473","BPOBBBHG_02128","PCKNBOAI_01459","LDKIDLOJ_02272","HHCDGDKF_02524","GIPNDHBP_02376"
"group_466","","Putative formate dehydrogenase","5","5","1","1","33","","","","2954","3038","3021","BPOBBBHG_02129","PCKNBOAI_01458","LDKIDLOJ_02273","HHCDGDKF_02525","GIPNDHBP_02377"
"suhB_2","","Inositol-1-monophosphatase","5","5","1","1","35","","","","797","797","797","BPOBBBHG_02131","PCKNBOAI_01456","LDKIDLOJ_02275","HHCDGDKF_02527","GIPNDHBP_02379"
"group_468","","hypothetical protein","5","5","1","1","38","","","","329","329","329","BPOBBBHG_02134","PCKNBOAI_01453","LDKIDLOJ_02278","HHCDGDKF_02530","GIPNDHBP_02382"
"group_469","","hypothetical protein","5","5","1","1","41","","","","356","356","356","BPOBBBHG_02137","PCKNBOAI_01450","LDKIDLOJ_02281","HHCDGDKF_02533","GIPNDHBP_02385"
"lyrA","","Lysostaphin resistance protein A","5","5","1","1","59","","","","1256","1259","1258","BPOBBBHG_02154","PCKNBOAI_01432","LDKIDLOJ_02298","HHCDGDKF_02551","GIPNDHBP_02403"
"group_471","","6-N-hydroxylaminopurine resistance protein","5","5","1","1","61","","","","653","653","653","BPOBBBHG_02156","PCKNBOAI_01430","LDKIDLOJ_02300","HHCDGDKF_02553","GIPNDHBP_02405"
"group_472","","putative HTH-type transcriptional regulator","5","5","1","1","3732","","","","443","443","443","BPOBBBHG_02181","PCKNBOAI_01404","LDKIDLOJ_02325","HHCDGDKF_02579","GIPNDHBP_02431"
"group_474","","putative lipoprotein","5","5","1","1","3724","","","","614","629","623","BPOBBBHG_02186","PCKNBOAI_01399","LDKIDLOJ_02333","HHCDGDKF_02584","GIPNDHBP_02436"
"ydaG","","General stress protein 26","5","5","1","1","3708","","","","422","422","422","BPOBBBHG_02199","PCKNBOAI_01387","LDKIDLOJ_02346","HHCDGDKF_02596","GIPNDHBP_02448"
"group_477","","hypothetical protein","5","5","1","1","3707","","","","356","356","356","BPOBBBHG_02200","PCKNBOAI_01386","LDKIDLOJ_02347","HHCDGDKF_02597","GIPNDHBP_02449"
"sarZ","","HTH-type transcriptional regulator SarZ","5","5","1","1","3704","","","","446","446","446","BPOBBBHG_02203","PCKNBOAI_01383","LDKIDLOJ_02350","HHCDGDKF_02600","GIPNDHBP_02452"
"group_479","","Acid shock protein","5","5","1","1","3703","","","","422","422","422","BPOBBBHG_02204","PCKNBOAI_01382","LDKIDLOJ_02351","HHCDGDKF_02601","GIPNDHBP_02453"
"mta","","HTH-type transcriptional activator mta","5","5","1","1","3699","","","","740","740","740","BPOBBBHG_02208","PCKNBOAI_01379","LDKIDLOJ_02354","HHCDGDKF_02605","GIPNDHBP_02457"
"narW","","putative nitrate reductase molybdenum cofactor assembly chaperone NarW","5","5","1","1","3694","","","","575","575","575","BPOBBBHG_02213","PCKNBOAI_01374","LDKIDLOJ_02359","HHCDGDKF_02610","GIPNDHBP_02462"
"nasE","","Assimilatory nitrite reductase [NAD(P)H] small subunit","5","5","1","1","3690","","","","314","314","314","BPOBBBHG_02217","PCKNBOAI_01370","LDKIDLOJ_02363","HHCDGDKF_02614","GIPNDHBP_02466"
"nirC","","Nitrite transporter NirC","5","5","1","1","3686","","","","824","824","824","BPOBBBHG_02221","PCKNBOAI_01366","LDKIDLOJ_02367","HHCDGDKF_02618","GIPNDHBP_02470"
"tcyC_2","","L-cystine import ATP-binding protein TcyC","5","5","1","1","3676","","","","731","731","731","BPOBBBHG_02230","PCKNBOAI_01357","LDKIDLOJ_02376","HHCDGDKF_02627","GIPNDHBP_02479"
"hlgC","","Gamma-hemolysin component C","5","5","1","1","3667","","","","947","947","947","BPOBBBHG_02239","PCKNBOAI_01348","LDKIDLOJ_02385","HHCDGDKF_02636","GIPNDHBP_02488"
"hlgB","","Gamma-hemolysin component B","5","5","1","1","3666","","","","977","977","977","BPOBBBHG_02240","PCKNBOAI_01347","LDKIDLOJ_02386","HHCDGDKF_02637","GIPNDHBP_02489"
"group_489","","hypothetical protein","5","5","1","1","3665","","","","467","467","467","BPOBBBHG_02241","PCKNBOAI_01346","LDKIDLOJ_02387","HHCDGDKF_02638","GIPNDHBP_02490"
"group_490","","8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase","5","5","1","1","3663","","","","1115","1115","1115","BPOBBBHG_02243","PCKNBOAI_01344","LDKIDLOJ_02389","HHCDGDKF_02640","GIPNDHBP_02492"
"group_491","","GtrA-like protein","5","5","1","1","3656","","","","386","386","386","BPOBBBHG_02249","PCKNBOAI_01338","LDKIDLOJ_02397","HHCDGDKF_02646","GIPNDHBP_02498"
"bcr_2","","Bicyclomycin resistance protein","5","5","1","1","3653","","","","1211","1211","1211","BPOBBBHG_02252","PCKNBOAI_01335","LDKIDLOJ_02400","HHCDGDKF_02649","GIPNDHBP_02501"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","5","5","1","1","3650","","","","806","806","806","BPOBBBHG_02255","PCKNBOAI_01332","LDKIDLOJ_02403","HHCDGDKF_02652","GIPNDHBP_02504"
"opuCA","","Carnitine transport ATP-binding protein OpuCA","5","5","1","1","3639","","","","1226","1226","1226","BPOBBBHG_02266","PCKNBOAI_01321","LDKIDLOJ_02414","HHCDGDKF_02663","GIPNDHBP_02515"
"pnbA","","Para-nitrobenzyl esterase","5","5","1","1","3636","","","","1352","1352","1352","BPOBBBHG_02269","PCKNBOAI_01318","LDKIDLOJ_02417","HHCDGDKF_02666","GIPNDHBP_02518"
"fetB","","putative iron export permease protein FetB","5","5","1","1","3634","","","","776","776","776","BPOBBBHG_02271","PCKNBOAI_01316","LDKIDLOJ_02419","HHCDGDKF_02668","GIPNDHBP_02520"
"oppD_4","","Oligopeptide transport ATP-binding protein OppD","5","5","1","1","3622","","","","815","815","815","BPOBBBHG_02281","PCKNBOAI_01306","LDKIDLOJ_02429","HHCDGDKF_02678","GIPNDHBP_02530"
"fnbA_2","","Fibronectin-binding protein A","5","5","1","1","3570","","","","1289","3116","2702","BPOBBBHG_02315","PCKNBOAI_01269","LDKIDLOJ_02468","HHCDGDKF_02710","GIPNDHBP_02569"
"radD","","Putative DNA repair helicase RadD","5","5","1","1","3587","","","","2570","2861","2802","BPOBBBHG_02303","PCKNBOAI_01281","LDKIDLOJ_02456","HHCDGDKF_02697","GIPNDHBP_02554"
"nudG","","CTP pyrophosphohydrolase","5","5","1","1","3585","","","","392","392","392","BPOBBBHG_02304","PCKNBOAI_01280","LDKIDLOJ_02457","HHCDGDKF_02698","GIPNDHBP_02555"
"pgcA","","Phosphoglucomutase","5","5","1","1","3584","","","","1637","1637","1637","BPOBBBHG_02305","PCKNBOAI_01279","LDKIDLOJ_02458","HHCDGDKF_02699","GIPNDHBP_02556"
"group_504","","hypothetical protein","5","5","1","1","3582","","","","308","308","308","BPOBBBHG_02307","PCKNBOAI_01277","LDKIDLOJ_02460","HHCDGDKF_02701","GIPNDHBP_02558"
"zntR","","HTH-type transcriptional regulator ZntR","5","5","1","1","3564","","","","764","764","764","BPOBBBHG_02320","PCKNBOAI_01264","LDKIDLOJ_02473","HHCDGDKF_02714","GIPNDHBP_02574"
"group_507","","hypothetical protein","5","5","1","1","3562","","","","416","416","416","BPOBBBHG_02322","PCKNBOAI_01262","LDKIDLOJ_02475","HHCDGDKF_02716","GIPNDHBP_02576"
"fbp","","Fructose-1,6-bisphosphatase class 3","5","5","1","1","3552","","","","1964","1964","1964","BPOBBBHG_02329","PCKNBOAI_01256","LDKIDLOJ_02484","HHCDGDKF_02724","GIPNDHBP_02584"
"group_510","","Acetyltransferase (GNAT) family protein","5","5","1","1","3547","","","","284","284","284","BPOBBBHG_02334","PCKNBOAI_01251","LDKIDLOJ_02489","HHCDGDKF_02729","GIPNDHBP_02589"
"yydJ","","putative peptide export permease protein YydJ","5","5","1","1","3541","","","","722","722","722","BPOBBBHG_02340","PCKNBOAI_01245","LDKIDLOJ_02495","HHCDGDKF_02735","GIPNDHBP_02595"
"group_512","","Thioredoxin","5","5","1","1","3530","","","","344","356","348","BPOBBBHG_02350","PCKNBOAI_01235","LDKIDLOJ_02505","HHCDGDKF_02745","GIPNDHBP_02605"
"mvaA","","3-hydroxy-3-methylglutaryl-coenzyme A reductase","5","5","1","1","3518","","","","1277","1280","1277","BPOBBBHG_02359","PCKNBOAI_01226","LDKIDLOJ_02518","HHCDGDKF_02755","GIPNDHBP_02615"
"clpL","","ATP-dependent Clp protease ATP-binding subunit ClpL","5","5","1","1","3515","","","","2105","2117","2107","BPOBBBHG_02362","PCKNBOAI_01223","LDKIDLOJ_02521","HHCDGDKF_02758","GIPNDHBP_02618"
"group_515","","hypothetical protein","5","5","1","1","3510","","","","548","548","548","BPOBBBHG_02367","PCKNBOAI_01218","LDKIDLOJ_02526","HHCDGDKF_02763","GIPNDHBP_02623"
"ldhD_2","","D-lactate dehydrogenase","5","5","1","1","3503","","","","998","1028","1016","BPOBBBHG_02373","PCKNBOAI_01212","LDKIDLOJ_02532","HHCDGDKF_02769","GIPNDHBP_02629"
"dapL","","LL-diaminopimelate aminotransferase","5","5","1","1","3502","","","","1154","1154","1154","BPOBBBHG_02374","PCKNBOAI_01211","LDKIDLOJ_02533","HHCDGDKF_02770","GIPNDHBP_02630"
"crtN","","Dehydrosqualene desaturase","5","5","1","1","3501","","","","1508","1508","1508","BPOBBBHG_02375","PCKNBOAI_01210","LDKIDLOJ_02534","HHCDGDKF_02771","GIPNDHBP_02631"
"clfB","","Clumping factor B","5","5","1","1","2847","","","","2363","2699","2573","BPOBBBHG_02443","PCKNBOAI_01140","LDKIDLOJ_02606","HHCDGDKF_02859","GIPNDHBP_02698"
"crtQ","","4,4'-diaponeurosporenoate glycosyltransferase","5","5","1","1","3499","","","","1127","1127","1127","BPOBBBHG_02377","PCKNBOAI_01208","LDKIDLOJ_02536","HHCDGDKF_02773","GIPNDHBP_02633"
"group_521","","hypothetical protein","5","5","1","1","3497","","","","497","497","497","BPOBBBHG_02379","PCKNBOAI_01206","LDKIDLOJ_02538","HHCDGDKF_02775","GIPNDHBP_02635"
"group_523","","hypothetical protein","5","5","1","1","3478","","","","296","296","296","BPOBBBHG_02398","PCKNBOAI_01187","LDKIDLOJ_02558","HHCDGDKF_02815","GIPNDHBP_02654"
"group_524","","Fructosamine kinase","5","5","1","1","2890","","","","866","866","866","BPOBBBHG_02401","PCKNBOAI_01184","LDKIDLOJ_02561","HHCDGDKF_02818","GIPNDHBP_02657"
"group_525","","hypothetical protein","5","5","1","1","2888","","","","275","275","275","BPOBBBHG_02403","PCKNBOAI_01182","LDKIDLOJ_02563","HHCDGDKF_02820","GIPNDHBP_02659"
"hmoB","","Heme-degrading monooxygenase HmoB","5","5","1","1","2868","","","","443","443","443","BPOBBBHG_02421","PCKNBOAI_01162","LDKIDLOJ_02584","HHCDGDKF_02837","GIPNDHBP_02676"
"bceB_2","","Bacitracin export permease protein BceB","5","5","1","1","2855","","","","2000","2000","2000","BPOBBBHG_02434","PCKNBOAI_01149","LDKIDLOJ_02597","HHCDGDKF_02850","GIPNDHBP_02689"
"group_529","","hypothetical protein","5","5","1","1","2851","","","","200","200","200","BPOBBBHG_02438","PCKNBOAI_01145","LDKIDLOJ_02601","HHCDGDKF_02854","GIPNDHBP_02693"
"group_53","","hypothetical protein","5","5","1","1","2814","","","","302","305","302","BPOBBBHG_02470","PCKNBOAI_01113","LDKIDLOJ_02636","HHCDGDKF_02887","GIPNDHBP_02725"
"manR_2","","Transcriptional regulator ManR","5","5","1","1","2837","","","","1874","1874","1874","BPOBBBHG_02453","PCKNBOAI_01130","LDKIDLOJ_02616","HHCDGDKF_02869","GIPNDHBP_02708"
"manP","","PTS system mannose-specific EIIBCA component","5","5","1","1","2835","","","","1952","1952","1952","BPOBBBHG_02454","PCKNBOAI_01129","LDKIDLOJ_02617","HHCDGDKF_02870","GIPNDHBP_02709"
"group_533","","preprotein translocase subunit SecY","5","5","1","1","2823","","","","1211","1211","1211","BPOBBBHG_02466","PCKNBOAI_01117","LDKIDLOJ_02629","HHCDGDKF_02882","GIPNDHBP_02721"
"group_534","","Flavin reductase like domain protein","5","5","1","1","2818","","","","692","692","692","BPOBBBHG_02468","PCKNBOAI_01115","LDKIDLOJ_02634","HHCDGDKF_02884","GIPNDHBP_02723"
"group_536","","hypothetical protein","5","5","1","1","2813","","","","359","359","359","BPOBBBHG_02471","PCKNBOAI_01112","LDKIDLOJ_02637","HHCDGDKF_02888","GIPNDHBP_02726"
"msrAB","","Peptide methionine sulfoxide reductase msrA/msrB","5","5","1","1","2811","","","","476","476","476","BPOBBBHG_02473","PCKNBOAI_01110","LDKIDLOJ_02639","HHCDGDKF_02890","GIPNDHBP_02728"
"lipA_2","","Lipase 1","5","5","1","1","2800","","","","2045","2045","2045","BPOBBBHG_02483","PCKNBOAI_01099","LDKIDLOJ_02649","HHCDGDKF_02901","GIPNDHBP_02738"
"hisF","","Imidazole glycerol phosphate synthase subunit HisF","5","5","1","1","2798","","","","713","758","749","BPOBBBHG_02485","PCKNBOAI_01097","LDKIDLOJ_02651","HHCDGDKF_02903","GIPNDHBP_02740"
"icaC","","putative poly-beta-1,6-N-acetyl-D-glucosamine export protein","5","5","1","1","2801","","","","134","1052","748","BPOBBBHG_02482","PCKNBOAI_01100","LDKIDLOJ_02648","HHCDGDKF_02900","GIPNDHBP_02737"
"hisH","","Imidazole glycerol phosphate synthase subunit HisH","5","5","1","1","2796","","","","578","578","578","BPOBBBHG_02487","PCKNBOAI_01095","LDKIDLOJ_02653","HHCDGDKF_02905","GIPNDHBP_02742"
"group_541","","ATP phosphoribosyltransferase regulatory subunit","5","5","1","1","2791","","","","818","857","825","BPOBBBHG_02492","PCKNBOAI_01090","LDKIDLOJ_02658","HHCDGDKF_02910","GIPNDHBP_02747"
"pcp","","Pyrrolidone-carboxylate peptidase","5","5","1","1","2785","","","","638","638","638","BPOBBBHG_02504","PCKNBOAI_01080","LDKIDLOJ_02664","HHCDGDKF_02920","GIPNDHBP_02757"
"group_546","","hypothetical protein","5","5","1","1","2774","","","","512","512","512","BPOBBBHG_02512","PCKNBOAI_01071","LDKIDLOJ_02672","HHCDGDKF_02928","GIPNDHBP_02766"
"bceB_3","","Bacitracin export permease protein BceB","5","5","1","1","2772","","","","1880","1880","1880","BPOBBBHG_02514","PCKNBOAI_01069","LDKIDLOJ_02674","HHCDGDKF_02930","GIPNDHBP_02768"
"blaI","","Penicillinase repressor","5","5","1","1","2505","","","","380","380","380","BPOBBBHG_02539","PCKNBOAI_00024","LDKIDLOJ_01893","HHCDGDKF_02798","GIPNDHBP_02792"
"yxeP_1","","putative hydrolase YxeP","5","5","1","1","2652","","","","1178","1178","1178","BPOBBBHG_00054","PCKNBOAI_01013","LDKIDLOJ_00077","HHCDGDKF_00123","GIPNDHBP_00073"
"group_57","","hypothetical protein","5","5","1","1","2628","","","","626","626","626","BPOBBBHG_00075","PCKNBOAI_00991","LDKIDLOJ_00098","HHCDGDKF_00143","GIPNDHBP_00096"
"tuaA","","Putative undecaprenyl-phosphate N-acetylgalactosaminyl 1-phosphate transferase","5","5","1","1","2625","","","","689","692","691","BPOBBBHG_00078","PCKNBOAI_00988","LDKIDLOJ_00101","HHCDGDKF_00146","GIPNDHBP_00099"
"wbgU","","UDP-N-acetylglucosamine 4-epimerase","5","5","1","1","2626","","","","971","977","972","BPOBBBHG_00077","PCKNBOAI_00989","LDKIDLOJ_00100","HHCDGDKF_00145","GIPNDHBP_00098"
"folP","","Dihydropteroate synthase","5","5","1","1","605","","","","803","809","804","BPOBBBHG_00468","PCKNBOAI_00632","LDKIDLOJ_00446","HHCDGDKF_00595","GIPNDHBP_00463"
"group_620","","hypothetical protein","5","5","1","1","43","","","","188","191","188","BPOBBBHG_02139","PCKNBOAI_01448","LDKIDLOJ_02283","HHCDGDKF_02535","GIPNDHBP_02387"
"mhqA_3","","Putative ring-cleaving dioxygenase MhqA","5","5","1","1","3549","","","","959","968","964","BPOBBBHG_02332","PCKNBOAI_01253","LDKIDLOJ_02487","HHCDGDKF_02727","GIPNDHBP_02587"
"ggt","","Gamma-glutamyltranspeptidase","5","5","1","1","1018","","","","2006","2006","2006","BPOBBBHG_00160","PCKNBOAI_00908","LDKIDLOJ_00174","HHCDGDKF_00220","GIPNDHBP_00176"
"mccA","","O-acetylserine dependent cystathionine beta-synthase","5","5","1","1","660","","","","905","944","914","BPOBBBHG_00409","PCKNBOAI_00690","LDKIDLOJ_00388","HHCDGDKF_00537","GIPNDHBP_00405"
"tatC2","","Sec-independent protein translocase protein TatCy","5","5","1","1","790","","","","605","701","643","BPOBBBHG_00295","PCKNBOAI_00775","LDKIDLOJ_00308","HHCDGDKF_00425","GIPNDHBP_00318"
"group_67","","hypothetical protein","5","5","1","1","792","","","","389","389","389","BPOBBBHG_00297","PCKNBOAI_00773","LDKIDLOJ_00310","HHCDGDKF_00427","GIPNDHBP_00320"
"group_68","","hypothetical protein","5","5","1","1","771","","","","386","386","386","BPOBBBHG_00349","PCKNBOAI_00746","LDKIDLOJ_00338","HHCDGDKF_00455","GIPNDHBP_00348"
"group_73","","Competence protein CoiA-like family protein","5","5","1","1","1321","","","","614","986","837","BPOBBBHG_00877","PCKNBOAI_00207","LDKIDLOJ_00853","HHCDGDKF_01029","GIPNDHBP_00981"
"group_78","","ComEC family competence protein","5","5","1","1","1889","","","","1820","2201","2124","BPOBBBHG_01461","PCKNBOAI_02186","LDKIDLOJ_01532","HHCDGDKF_01617","GIPNDHBP_01635"
"group_85","","putative inner membrane protein","5","5","1","1","533","","","","689","1079","999","BPOBBBHG_01860","PCKNBOAI_01728","LDKIDLOJ_02008","HHCDGDKF_02102","GIPNDHBP_02106"
"nasF","","Uroporphyrinogen-III C-methyltransferase","5","5","1","1","3691","","","","977","977","977","BPOBBBHG_02216","PCKNBOAI_01371","LDKIDLOJ_02362","HHCDGDKF_02613","GIPNDHBP_02465"
"group_88","","putative oxidoreductase","5","5","1","1","3604","","","","695","695","695","BPOBBBHG_02296","PCKNBOAI_01292","LDKIDLOJ_02443","HHCDGDKF_02691","GIPNDHBP_02544"
"group_89","","hypothetical protein","5","5","1","1","3486","","","","299","299","299","BPOBBBHG_02390","PCKNBOAI_01195","LDKIDLOJ_02549","HHCDGDKF_02785","GIPNDHBP_02646"
"group_90","","hypothetical protein","5","5","1","1","2830","","","","1883","1907","1902","BPOBBBHG_02459","PCKNBOAI_01124","LDKIDLOJ_02622","HHCDGDKF_02875","GIPNDHBP_02714"
"sraP","","Serine-rich adhesin for platelets","5","5","1","1","2819","","","","3701","6827","5625","BPOBBBHG_02467","PCKNBOAI_01116","LDKIDLOJ_02633","HHCDGDKF_02883","GIPNDHBP_02722"
"hisC_2","","Histidinol-phosphate aminotransferase","5","5","1","1","2794","","","","1013","1013","1013","BPOBBBHG_02489","PCKNBOAI_01093","LDKIDLOJ_02655","HHCDGDKF_02907","GIPNDHBP_02744"
"group_95","","Lactonase drp35","5","5","1","1","2787","","","","974","974","974","BPOBBBHG_02502","PCKNBOAI_01082","LDKIDLOJ_02662","HHCDGDKF_02918","GIPNDHBP_02755"
